task_id,task_code,asset_id,corridor_code,feat_maint_type,feat_department,feat_asset_type,feat_priority,feat_power_block_req,feat_traffic_block_req,feat_speed_restriction_kmph,feat_work_complexity_score,feat_corridor_length_km,feat_corridor_electrified,feat_corridor_double_line,feat_section_span_km,feat_dependency_count,feat_asset_criticality,feat_asset_criticality_score,feat_asset_health_status,feat_asset_health_score,feat_task_urgency,feat_task_urgency_score,feat_days_until_required,feat_is_overdue,feat_task_priority_score,feat_train_traffic_count,feat_high_priority_train_count,feat_high_priority_train_ratio,feat_available_window_count,feat_total_available_window_minutes,feat_window_to_task_duration_ratio,feat_potential_train_conflicts,raw_requested_duration_minutes,target_maintenance_duration,target_asset_risk_priority,target_operational_impact,data_source,generator_version,random_seed
synth-task-00577,SYN-ENGG-0577,synth-asset-ENGG-159,CSMT-KYN,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,1.689,54.0,1,1,4.26,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,4.72,0,5,21,5,0.238,2,354,1.779,5,199,221.3,80.72,96.35,synthetic,1.0.0,42
synth-task-00578,SYN-SNT-0578,synth-asset-SNT-365,MAS-GDR,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,4,0,1,0.0,1.68,138.0,1,1,4.09,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,7.61,0,2,11,4,0.364,1,206,1.373,5,150,121.1,41.42,74.56,synthetic,1.0.0,42
synth-task-00579,SYN-ENGG-0579,synth-asset-ENGG-975,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,45.0,3.142,675.0,1,1,3.28,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.75,1,5,13,6,0.462,3,585,4.835,7,121,125.4,100.0,88.86,synthetic,1.0.0,42
synth-task-00580,SYN-SNT-0580,synth-asset-SNT-950,HWH-DDU,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,1,0,0,0.0,1.539,675.0,1,1,5.0,2,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,-0.63,1,5,14,7,0.5,3,393,6.141,0,64,46.9,88.23,70.86,synthetic,1.0.0,42
synth-task-00581,SYN-TRD-0581,synth-asset-TRD-162,NDLS-CNB,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,4,1,1,0.0,2.683,440.5,1,1,3.32,0,HIGH,3,DEGRADED,3,MEDIUM,2,-4.24,1,2,14,3,0.214,2,342,1.839,3,186,199.3,68.5,76.23,synthetic,1.0.0,42
synth-task-00582,SYN-ENGG-0582,synth-asset-ENGG-414,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,3,0,1,15.0,2.31,675.0,1,1,1.72,1,HIGH,3,OPERATIONAL,1,LOW,1,8.07,0,3,10,1,0.1,2,442,2.037,2,217,225.0,42.45,64.63,synthetic,1.0.0,42
synth-task-00583,SYN-ENGG-0583,synth-asset-ENGG-739,NDLS-CNB,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,20.0,2.642,440.5,1,1,1.16,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.71,1,5,16,7,0.438,2,248,2.455,8,101,130.2,100.0,93.24,synthetic,1.0.0,42
synth-task-00584,SYN-SNT-0584,synth-asset-SNT-868,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,3,0,1,0.0,1.529,138.0,1,1,4.27,0,LOW,1,OPERATIONAL,1,LOW,1,0.78,0,3,9,4,0.444,3,486,5.226,4,93,63.2,30.99,66.53,synthetic,1.0.0,42
synth-task-00585,SYN-TRD-0585,synth-asset-TRD-306,CSMT-KYN,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,3,1,1,0.0,2.654,54.0,1,1,3.54,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,11.36,0,3,24,11,0.458,3,597,3.827,11,156,180.2,49.44,100.0,synthetic,1.0.0,42
synth-task-00586,SYN-ENGG-0586,synth-asset-ENGG-462,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,0.0,1.681,138.0,1,1,1.91,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,3.49,0,5,7,1,0.143,2,318,2.271,2,140,112.0,81.07,55.89,synthetic,1.0.0,42
synth-task-00587,SYN-TRD-0587,synth-asset-TRD-701,NDLS-CNB,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,2,1,1,0.0,2.556,440.5,1,1,0.96,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,10.07,0,4,10,1,0.1,1,225,0.983,2,229,221.9,67.98,60.26,synthetic,1.0.0,42
synth-task-00588,SYN-ENGG-0588,synth-asset-ENGG-184,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,45.0,2.541,54.0,1,1,4.99,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.66,1,5,19,2,0.105,3,513,3.857,3,133,97.2,100.0,62.91,synthetic,1.0.0,42
synth-task-00589,SYN-TRD-0589,synth-asset-TRD-909,NDLS-CNB,OHE_INSPECTION,TRD,OHE_LINE,2,1,1,0.0,2.516,440.5,1,1,2.49,0,CRITICAL,4,DEGRADED,3,HIGH,3,2.74,0,4,16,3,0.188,1,173,1.169,4,148,124.7,81.32,82.57,synthetic,1.0.0,42
synth-task-00590,SYN-ENGG-0590,synth-asset-ENGG-426,NDLS-CNB,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,15.0,1.847,440.5,1,1,4.85,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.43,1,5,10,3,0.3,1,148,1.423,4,104,92.0,100.0,64.18,synthetic,1.0.0,42
synth-task-00591,SYN-ENGG-0591,synth-asset-ENGG-280,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,1,0,1,20.0,2.443,675.0,1,1,0.64,1,CRITICAL,4,UNDER_MAINTENANCE,2,IMMEDIATE,4,-6.04,1,5,9,1,0.111,2,294,1.109,2,265,246.8,91.22,63.04,synthetic,1.0.0,42
synth-task-00592,SYN-ENGG-0592,synth-asset-ENGG-846,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,2,0,1,15.0,2.023,54.0,1,1,5.62,0,CRITICAL,4,DEGRADED,3,MEDIUM,2,-6.5,1,4,21,4,0.19,3,690,3.224,5,214,185.8,81.12,89.76,synthetic,1.0.0,42
synth-task-00593,SYN-TRD-0593,synth-asset-TRD-149,CSMT-KYN,INSULATOR_WASHING,TRD,OHE_INSULATOR,2,1,1,0.0,2.659,54.0,1,1,3.91,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,5.27,0,4,20,1,0.05,2,380,3.551,1,107,82.1,71.5,55.73,synthetic,1.0.0,42
synth-task-00594,SYN-ENGG-0594,synth-asset-ENGG-380,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,15.0,2.475,440.5,1,1,1.16,1,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-1.4,1,4,16,2,0.125,1,193,1.359,3,142,151.6,98.08,78.22,synthetic,1.0.0,42
synth-task-00595,SYN-ENGG-0595,synth-asset-ENGG-322,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,50.0,2.673,675.0,1,1,4.07,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.04,1,5,12,1,0.083,1,160,1.404,1,114,91.0,100.0,63.38,synthetic,1.0.0,42
synth-task-00596,SYN-TRD-0596,synth-asset-TRD-926,NDLS-CNB,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,4,1,1,0.0,3.032,440.5,1,1,3.75,1,MEDIUM,2,UNDER_MAINTENANCE,2,HIGH,3,7.26,0,2,8,2,0.25,2,458,2.009,3,228,295.6,56.87,65.99,synthetic,1.0.0,42
synth-task-00597,SYN-SNT-0597,synth-asset-SNT-301,CSMT-KYN,POINTS_TESTING,SNT,INTERLOCKING,1,0,1,0.0,1.415,54.0,1,1,3.11,0,HIGH,3,MAINTENANCE_REQUIRED,4,HIGH,3,12.36,0,5,22,6,0.273,2,252,2.25,6,112,95.4,78.86,86.33,synthetic,1.0.0,42
synth-task-00598,SYN-ENGG-0598,synth-asset-ENGG-875,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,1,0,1,20.0,2.919,440.5,1,1,1.62,2,CRITICAL,4,DEGRADED,3,IMMEDIATE,4,1.74,0,5,10,4,0.4,2,360,1.572,5,229,259.9,86.63,84.98,synthetic,1.0.0,42
synth-task-00599,SYN-ENGG-0599,synth-asset-ENGG-863,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,4,0,1,0.0,1.565,138.0,1,1,1.4,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,9.17,0,2,6,2,0.333,2,476,3.424,3,139,122.8,49.37,51.71,synthetic,1.0.0,42
synth-task-00600,SYN-ENGG-0600,synth-asset-ENGG-489,MAS-GDR,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,50.0,2.703,138.0,1,1,3.58,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.79,1,5,8,3,0.375,1,136,1.143,3,119,121.8,100.0,62.65,synthetic,1.0.0,42
synth-task-00601,SYN-SNT-0601,synth-asset-SNT-526,HWH-DDU,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,5,0,0,0.0,0.8,675.0,1,1,4.31,0,LOW,1,OPERATIONAL,1,MEDIUM,2,6.1,0,1,13,1,0.077,1,188,6.065,0,31,101.6,29.3,45.67,synthetic,1.0.0,42
synth-task-00602,SYN-ENGG-0602,synth-asset-ENGG-566,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,1,0,1,20.0,2.121,54.0,1,1,3.34,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,1.05,0,5,18,2,0.111,1,175,0.897,3,195,204.9,78.72,83.51,synthetic,1.0.0,42
synth-task-00603,SYN-SNT-0603,synth-asset-SNT-158,MAS-GDR,INTERLOCKING_LOGIC_TEST,SNT,INTERLOCKING,2,0,1,0.0,1.677,138.0,1,1,3.95,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,6.36,0,4,11,1,0.091,1,235,1.865,2,126,133.6,72.81,53.18,synthetic,1.0.0,42
synth-task-00604,SYN-SNT-0604,synth-asset-SNT-883,NDLS-CNB,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,1,0,0,0.0,0.8,440.5,1,1,3.43,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,5.05,0,5,11,3,0.273,3,612,7.846,0,78,64.5,92.74,42.55,synthetic,1.0.0,42
synth-task-00605,SYN-TRD-0605,synth-asset-TRD-599,HWH-DDU,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,0.0,2.452,675.0,1,1,1.41,0,HIGH,3,DEGRADED,3,MEDIUM,2,3.04,0,3,6,1,0.167,1,129,0.822,1,157,139.0,56.44,49.04,synthetic,1.0.0,42
synth-task-00606,SYN-TRD-0606,synth-asset-TRD-862,MAS-GDR,INSULATOR_WASHING,TRD,OHE_INSULATOR,1,1,1,0.0,2.436,138.0,1,1,4.08,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,12.47,0,5,9,1,0.111,1,124,0.976,1,127,112.2,77.71,47.16,synthetic,1.0.0,42
synth-task-00607,SYN-TRD-0607,synth-asset-TRD-430,HWH-DDU,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,0.0,2.48,675.0,1,1,2.01,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,9.82,0,4,10,3,0.3,2,440,2.444,4,180,157.3,80.3,72.32,synthetic,1.0.0,42
synth-task-00608,SYN-TRD-0608,synth-asset-TRD-779,CSMT-KYN,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,15.0,2.862,54.0,1,1,4.09,0,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,10.72,0,3,19,4,0.211,2,404,2.557,4,158,162.4,45.92,84.58,synthetic,1.0.0,42
synth-task-00609,SYN-TRD-0609,synth-asset-TRD-860,NDLS-CNB,SUBSTATION_MAINTENANCE,TRD,TRACTION_SUBSTATION,5,1,0,0.0,1.437,440.5,1,1,3.93,0,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,3.65,0,1,15,1,0.067,3,678,3.39,0,200,183.9,48.65,50.03,synthetic,1.0.0,42
synth-task-00610,SYN-ENGG-0610,synth-asset-ENGG-966,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,3,0,1,0.0,1.556,675.0,1,1,3.35,0,MEDIUM,2,DEGRADED,3,LOW,1,0.55,0,3,14,7,0.5,3,576,4.431,7,130,86.2,50.8,80.87,synthetic,1.0.0,42
synth-task-00611,SYN-ENGG-0611,synth-asset-ENGG-147,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,0.0,1.521,675.0,1,1,3.63,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-6.48,1,4,14,2,0.143,3,687,4.611,3,149,123.0,89.98,62.28,synthetic,1.0.0,42
synth-task-00612,SYN-ENGG-0612,synth-asset-ENGG-220,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,30.0,2.903,440.5,1,1,4.94,1,HIGH,3,FAILED,5,HIGH,3,-2.93,1,5,13,3,0.231,2,306,2.125,3,144,135.1,96.97,68.35,synthetic,1.0.0,42
synth-task-00613,SYN-ENGG-0613,synth-asset-ENGG-274,MAS-GDR,DEEP_SCREENING,ENGG,TRACK,2,0,1,20.0,2.655,138.0,1,1,3.76,1,HIGH,3,DEGRADED,3,MEDIUM,2,6.66,0,4,12,5,0.417,3,417,1.473,5,283,295.2,57.32,84.64,synthetic,1.0.0,42
synth-task-00614,SYN-TRD-0614,synth-asset-TRD-387,MAS-GDR,INSULATOR_WASHING,TRD,OHE_INSULATOR,3,1,1,0.0,2.567,138.0,1,1,4.15,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,13.62,0,3,5,2,0.4,3,567,6.032,2,94,85.7,55.65,53.33,synthetic,1.0.0,42
synth-task-00615,SYN-SNT-0615,synth-asset-SNT-352,MAS-GDR,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,1,0,1,0.0,1.614,138.0,1,1,3.12,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-5.69,1,5,8,3,0.375,1,160,2.025,4,79,46.7,91.41,50.09,synthetic,1.0.0,42
synth-task-00616,SYN-ENGG-0616,synth-asset-ENGG-545,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,45.0,2.569,54.0,1,1,2.35,0,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.43,1,5,20,3,0.15,3,642,4.977,4,129,114.7,100.0,72.77,synthetic,1.0.0,42
synth-task-00617,SYN-TRD-0617,synth-asset-TRD-168,HWH-DDU,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,0.0,2.554,675.0,1,1,4.23,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,HIGH,3,-2.1,1,4,7,3,0.429,1,236,1.475,4,160,173.8,87.14,61.3,synthetic,1.0.0,42
synth-task-00618,SYN-SNT-0618,synth-asset-SNT-794,NDLS-CNB,POINTS_TESTING,SNT,INTERLOCKING,3,0,1,0.0,1.527,440.5,1,1,5.09,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,5.02,0,3,12,4,0.333,2,274,3.079,5,89,81.9,55.68,71.15,synthetic,1.0.0,42
synth-task-00619,SYN-SNT-0619,synth-asset-SNT-427,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,4,0,1,0.0,2.101,440.5,1,1,3.01,1,MEDIUM,2,DEGRADED,3,MEDIUM,2,3.41,0,2,11,2,0.182,1,233,2.841,3,82,72.5,49.32,54.98,synthetic,1.0.0,42
synth-task-00620,SYN-TRD-0620,synth-asset-TRD-836,MAS-GDR,INSULATOR_WASHING,TRD,OHE_INSULATOR,2,1,1,0.0,2.579,138.0,1,1,1.98,0,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,4.64,0,4,9,4,0.444,3,621,5.645,4,110,68.9,60.25,62.3,synthetic,1.0.0,42
synth-task-00621,SYN-SNT-0621,synth-asset-SNT-746,MAS-GDR,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,2,0,0,0.0,0.8,138.0,1,1,3.36,0,MEDIUM,2,DEGRADED,3,MEDIUM,2,5.24,0,4,10,5,0.5,3,672,9.081,0,74,60.4,65.23,52.01,synthetic,1.0.0,42
synth-task-00622,SYN-SNT-0622,synth-asset-SNT-839,NDLS-CNB,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,4,0,0,0.0,0.8,440.5,1,1,0.79,0,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,13.52,0,2,13,1,0.077,1,220,3.056,0,72,30.3,38.86,34.68,synthetic,1.0.0,42
synth-task-00623,SYN-ENGG-0623,synth-asset-ENGG-703,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,0.0,1.671,440.5,1,1,2.77,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,-6.21,1,4,14,5,0.357,3,564,4.441,6,127,100.1,96.68,82.55,synthetic,1.0.0,42
synth-task-00624,SYN-ENGG-0624,synth-asset-ENGG-303,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,1,0,1,0.0,1.681,440.5,1,1,1.32,0,MEDIUM,2,MAINTENANCE_REQUIRED,4,HIGH,3,5.59,0,5,9,3,0.333,2,320,2.353,3,136,126.8,75.13,70.01,synthetic,1.0.0,42
synth-task-00625,SYN-TRD-0625,synth-asset-TRD-200,CSMT-KYN,CANTILEVER_ADJUSTMENT,TRD,OHE_MAST,2,1,1,15.0,2.967,54.0,1,1,4.35,0,MEDIUM,2,FAILED,5,IMMEDIATE,4,10.17,0,4,19,10,0.526,2,470,2.487,11,189,175.0,86.75,98.37,synthetic,1.0.0,42
synth-task-00626,SYN-ENGG-0626,synth-asset-ENGG-339,HWH-DDU,TURNOUT_PACKING,ENGG,TURNOUT,3,0,1,0.0,1.622,675.0,1,1,4.36,0,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,11.88,0,3,8,2,0.25,3,666,4.5,2,148,153.3,52.65,60.72,synthetic,1.0.0,42
synth-task-00627,SYN-ENGG-0627,synth-asset-ENGG-263,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,15.0,2.51,54.0,1,1,2.29,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.69,1,5,14,5,0.357,3,462,4.667,6,99,94.0,100.0,78.7,synthetic,1.0.0,42
synth-task-00628,SYN-ENGG-0628,synth-asset-ENGG-393,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,2,0,1,45.0,2.715,138.0,1,1,5.58,0,LOW,1,FAILED,5,MEDIUM,2,6.61,0,4,11,3,0.273,2,438,2.92,4,150,160.0,63.52,70.36,synthetic,1.0.0,42
synth-task-00629,SYN-ENGG-0629,synth-asset-ENGG-805,HWH-DDU,DEEP_SCREENING,ENGG,TRACK,5,0,1,50.0,2.814,675.0,1,1,1.73,0,HIGH,3,DEGRADED,3,LOW,1,11.37,0,1,12,3,0.25,3,567,2.069,4,274,295.0,43.7,74.76,synthetic,1.0.0,42
synth-task-00630,SYN-SNT-0630,synth-asset-SNT-332,NDLS-CNB,TRACK_CIRCUIT_CHECK,SNT,TRACK_CIRCUIT,2,0,1,45.0,2.537,440.5,1,1,4.86,0,MEDIUM,2,FAILED,5,HIGH,3,13.32,0,4,12,5,0.417,1,226,2.093,5,108,55.5,78.53,73.99,synthetic,1.0.0,42
synth-task-00631,SYN-ENGG-0631,synth-asset-ENGG-100,HWH-DDU,RAIL_GRINDING,ENGG,TRACK,1,0,1,0.0,1.503,675.0,1,1,1.4,0,HIGH,3,MAINTENANCE_REQUIRED,4,MEDIUM,2,6.67,0,5,11,2,0.182,1,238,1.128,2,211,172.2,73.24,65.1,synthetic,1.0.0,42
synth-task-00632,SYN-TRD-0632,synth-asset-TRD-586,CSMT-KYN,OHE_INSPECTION,TRD,OHE_LINE,3,1,1,0.0,2.645,54.0,1,1,5.92,0,MEDIUM,2,UNDER_MAINTENANCE,2,LOW,1,9.93,0,3,23,12,0.522,3,702,5.318,13,132,123.1,41.69,85.9,synthetic,1.0.0,42
synth-task-00633,SYN-TRD-0633,synth-asset-TRD-820,CSMT-KYN,CONTACT_WIRE_RENEWAL,TRD,OHE_LINE,3,1,1,0.0,2.666,54.0,1,1,4.0,0,MEDIUM,2,DEGRADED,3,LOW,1,7.79,0,3,22,8,0.364,2,328,1.491,8,220,246.5,49.04,98.94,synthetic,1.0.0,42
synth-task-00634,SYN-SNT-0634,synth-asset-SNT-950,HWH-DDU,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,2,0,0,0.0,0.8,675.0,1,1,0.96,0,MEDIUM,2,OPERATIONAL,1,LOW,1,3.3,0,4,9,1,0.111,2,334,4.985,0,67,30.0,40.94,23.87,synthetic,1.0.0,42
synth-task-00635,SYN-ENGG-0635,synth-asset-ENGG-521,CSMT-KYN,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,30.0,2.932,54.0,1,1,1.75,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-1.36,1,5,14,1,0.071,3,444,4.036,2,110,105.3,100.0,60.9,synthetic,1.0.0,42
synth-task-00636,SYN-SNT-0636,synth-asset-SNT-153,NDLS-CNB,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,3,0,0,0.0,0.8,440.5,1,1,2.15,0,LOW,1,MAINTENANCE_REQUIRED,4,HIGH,3,12.07,0,3,14,3,0.214,1,137,1.539,0,89,56.6,66.74,46.01,synthetic,1.0.0,42
synth-task-00637,SYN-ENGG-0637,synth-asset-ENGG-939,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,5,0,1,20.0,1.971,138.0,1,1,1.9,0,MEDIUM,2,OPERATIONAL,1,MEDIUM,2,12.56,0,1,12,4,0.333,1,180,1.161,4,155,170.9,37.24,82.05,synthetic,1.0.0,42
synth-task-00638,SYN-ENGG-0638,synth-asset-ENGG-880,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,3,0,1,30.0,2.334,440.5,1,1,4.11,0,HIGH,3,OPERATIONAL,1,MEDIUM,2,8.94,0,3,11,4,0.364,1,138,0.622,5,222,243.7,50.57,77.81,synthetic,1.0.0,42
synth-task-00639,SYN-ENGG-0639,synth-asset-ENGG-929,MAS-GDR,TURNOUT_PACKING,ENGG,TURNOUT,3,0,1,0.0,2.436,138.0,1,1,0.79,2,MEDIUM,2,UNDER_MAINTENANCE,2,MEDIUM,2,7.31,0,3,9,1,0.111,1,130,0.949,2,137,114.0,45.59,54.35,synthetic,1.0.0,42
synth-task-00640,SYN-SNT-0640,synth-asset-SNT-138,MAS-GDR,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,5,0,0,0.0,1.138,138.0,1,1,4.35,1,HIGH,3,DEGRADED,3,MEDIUM,2,9.26,0,1,12,5,0.417,3,414,6.273,0,66,67.3,49.27,62.33,synthetic,1.0.0,42
synth-task-00641,SYN-ENGG-0641,synth-asset-ENGG-815,HWH-DDU,RAIL_FRACTURE_REPAIR,ENGG,TRACK,1,0,1,30.0,2.854,675.0,1,1,2.28,1,CRITICAL,4,FAILED,5,IMMEDIATE,4,-0.23,1,5,14,2,0.143,3,408,3.372,3,121,78.6,100.0,64.56,synthetic,1.0.0,42
synth-task-00642,SYN-ENGG-0642,synth-asset-ENGG-192,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,3,0,1,20.0,1.935,440.5,1,1,2.63,0,MEDIUM,2,OPERATIONAL,1,HIGH,3,8.61,0,3,9,3,0.333,3,591,2.749,3,215,215.7,50.25,73.92,synthetic,1.0.0,42
synth-task-00643,SYN-SNT-0643,synth-asset-SNT-369,NDLS-CNB,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,1,0,0,0.0,0.8,440.5,1,1,2.19,0,CRITICAL,4,UNDER_MAINTENANCE,2,IMMEDIATE,4,-5.63,1,5,14,7,0.5,2,478,5.624,0,85,47.0,88.67,61.86,synthetic,1.0.0,42
synth-task-00644,SYN-ENGG-0644,synth-asset-ENGG-281,NDLS-CNB,TURNOUT_PACKING,ENGG,TURNOUT,3,0,1,15.0,2.419,440.5,1,1,3.36,1,MEDIUM,2,UNDER_MAINTENANCE,2,LOW,1,12.07,0,3,15,1,0.067,1,233,1.503,1,155,149.6,42.14,71.08,synthetic,1.0.0,42
synth-task-00645,SYN-ENGG-0645,synth-asset-ENGG-664,CSMT-KYN,TURNOUT_PACKING,ENGG,TURNOUT,5,0,1,0.0,1.431,54.0,1,1,4.38,0,MEDIUM,2,OPERATIONAL,1,HIGH,3,8.98,0,1,23,12,0.522,1,215,1.453,13,148,165.3,45.09,97.57,synthetic,1.0.0,42
synth-task-00646,SYN-SNT-0646,synth-asset-SNT-542,HWH-DDU,POINTS_TESTING,SNT,INTERLOCKING,3,0,1,0.0,1.685,675.0,1,1,3.55,0,HIGH,3,DEGRADED,3,LOW,1,4.61,0,3,10,1,0.1,3,594,5.5,2,108,137.7,55.96,56.14,synthetic,1.0.0,42
synth-task-00647,SYN-ENGG-0647,synth-asset-ENGG-915,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,1,0,1,15.0,1.89,440.5,1,1,0.97,0,CRITICAL,4,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,10.73,0,5,13,6,0.462,1,210,0.913,6,230,218.1,94.78,93.59,synthetic,1.0.0,42
synth-task-00648,SYN-ENGG-0648,synth-asset-ENGG-528,NDLS-CNB,RAIL_GRINDING,ENGG,TRACK,1,0,1,45.0,2.784,440.5,1,1,4.21,0,CRITICAL,4,DEGRADED,3,HIGH,3,-2.23,1,5,15,4,0.267,3,480,1.868,5,257,272.3,93.32,96.59,synthetic,1.0.0,42
synth-task-00649,SYN-SNT-0649,synth-asset-SNT-419,NDLS-CNB,AXLE_COUNTER_OVERHAUL,SNT,AXLE_COUNTER,2,0,0,0.0,0.8,440.5,1,1,5.59,0,LOW,1,MAINTENANCE_REQUIRED,4,MEDIUM,2,13.59,0,4,15,1,0.067,3,519,4.436,0,117,76.6,56.96,41.56,synthetic,1.0.0,42
synth-task-00650,SYN-SNT-0650,synth-asset-SNT-448,CSMT-KYN,SIGNAL_ASPECT_ALIGNMENT,SNT,SIGNAL,3,0,0,0.0,0.8,54.0,1,1,0.97,0,CRITICAL,4,UNDER_MAINTENANCE,2,IMMEDIATE,4,-6.97,1,3,21,9,0.429,1,202,2.623,0,77,30.0,78.66,70.71,synthetic,1.0.0,42
synth-task-00651,SYN-ENGG-0651,synth-asset-ENGG-136,CSMT-KYN,TRACK_TAMPING,ENGG,TRACK,2,0,1,30.0,2.411,54.0,1,1,1.29,0,HIGH,3,MAINTENANCE_REQUIRED,4,IMMEDIATE,4,13.24,0,4,21,8,0.381,2,366,1.803,9,203,179.4,79.56,93.87,synthetic,1.0.0,42
synth-task-00652,SYN-ENGG-0652,synth-asset-ENGG-639,CSMT-KYN,DEEP_SCREENING,ENGG,TRACK,3,0,1,15.0,2.983,54.0,1,1,2.37,2,HIGH,3,UNDER_MAINTENANCE,2,MEDIUM,2,14.0,0,3,22,12,0.545,1,169,0.631,12,268,294.0,49.88,99.81,synthetic,1.0.0,42
